Customer_ID,Customer_Name,City,State,Customer_Segment
CUST-0134,Priya Joshi,Delhi,Delhi,Frequent Buyer
CUST-0135,Vikram Banerjee,Ahmedabad,Gujarat,VIP Customer
CUST-0136,Vikram Shah,Jaipur,Rajasthan,Standard
CUST-0137,Rohan Kulkarni,Bengaluru,Karnataka,Standard
CUST-0138,Amit Chopra,Thane,Maharashtra,Frequent Buyer
CUST-0139,Diya Sharma,Jaipur,Rajasthan,Standard
CUST-0140,Kavya Banerjee,Chennai,Tamil Nadu,Standard
CUST-0141,Meera Singh,Ahmedabad,Gujarat,Frequent Buyer
CUST-0142,Aditya Deshmukh,Bengaluru,Karnataka,VIP Customer
CUST-0143,Riya Sharma,Mumbai,Maharashtra,VIP Customer
CUST-0144,Rahul Mehta,Ahmedabad,Gujarat,Standard
CUST-0145,Diya Deshmukh,Pune,Maharashtra,Frequent Buyer
CUST-0146,Nikhil Kulkarni,Jaipur,Rajasthan,Standard
CUST-0147,Riya Chopra,Thane,Maharashtra,Frequent Buyer
CUST-0148,Vikram Sharma,Ahmedabad,Gujarat,Frequent Buyer
CUST-0149,Varun Rao,Ahmedabad,Gujarat,Frequent Buyer
CUST-0150,Sneha Gupta,Hyderabad,Telangana,Standard
CUST-0151,Ishita Deshmukh,Bengaluru,Karnataka,VIP Customer
CUST-0152,Priya Patel,Bengaluru,Karnataka,Frequent Buyer
CUST-0153,Meera Reddy,Ahmedabad,Gujarat,Frequent Buyer
CUST-0154,Rohan Kulkarni,Mumbai,Maharashtra,Standard
CUST-0155,Ishita Nair,Jaipur,Rajasthan,Standard
CUST-0156,Neha Gupta,Kolkata,West Bengal,Standard
CUST-0157,Neha Gupta,Jaipur,Rajasthan,Standard
CUST-0158,Siddharth Mehta,Bengaluru,Karnataka,VIP Customer
CUST-0159,Varun Rao,Hyderabad,Telangana,Standard
CUST-0160,Rahul Chopra,Delhi,Delhi,Standard
CUST-0161,Sneha Verma,Pune,Maharashtra,Standard
CUST-0162,Amit Rao,Bengaluru,Karnataka,Standard
CUST-0163,Meera Singh,Kolkata,West Bengal,Standard
CUST-0164,Aarav Deshmukh,Chennai,Tamil Nadu,Frequent Buyer
CUST-0165,Karan Joshi,Mumbai,Maharashtra,Frequent Buyer
CUST-0166,Varun Banerjee,Ahmedabad,Gujarat,Standard
CUST-0167,Rohan Reddy,Ahmedabad,Gujarat,Standard
CUST-0168,Sneha Chopra,Chennai,Tamil Nadu,Frequent Buyer
CUST-0169,Sneha Patel,Bengaluru,Karnataka,Standard
CUST-0170,Aditya Gupta,Bengaluru,Karnataka,Frequent Buyer
CUST-0171,Kavya Rao,Mumbai,Maharashtra,Standard
CUST-0172,Rahul Banerjee,Pune,Maharashtra,Standard
CUST-0173,Varun Nair,Mumbai,Maharashtra,Frequent Buyer
CUST-0174,Vikram Gupta,Kolkata,West Bengal,Standard
CUST-0175,Rohan Singh,Hyderabad,Telangana,Standard
CUST-0176,Diya Joshi,Mumbai,Maharashtra,Standard
CUST-0177,Varun Reddy,Ahmedabad,Gujarat,Standard
CUST-0178,Kavya Verma,Bengaluru,Karnataka,Frequent Buyer
CUST-0179,Sneha Chopra,Chennai,Tamil Nadu,VIP Customer
CUST-0180,Ananya Verma,Thane,Maharashtra,Standard
CUST-0181,Ananya Mehta,Pune,Maharashtra,Standard
CUST-0182,Amit Chopra,Mumbai,Maharashtra,Standard
CUST-0183,Nikhil Sharma,Jaipur,Rajasthan,VIP Customer
CUST-0184,Pooja Nair,Delhi,Delhi,Frequent Buyer
CUST-0185,Riya Nair,Mumbai,Maharashtra,Standard
CUST-0186,Ananya Banerjee,Hyderabad,Telangana,Standard
CUST-0187,Amit Rao,Pune,Maharashtra,Standard
CUST-0188,Ishita Nair,Hyderabad,Telangana,Standard
CUST-0189,Rohan Patel,Delhi,Delhi,Standard
CUST-0190,Nikhil Patel,Thane,Maharashtra,Frequent Buyer
CUST-0191,Pooja Banerjee,Thane,Maharashtra,Standard
CUST-0192,Aarav Joshi,Hyderabad,Telangana,Standard
CUST-0193,Kavya Verma,Jaipur,Rajasthan,Standard
CUST-0194,Rahul Singh,Jaipur,Rajasthan,Standard
CUST-0195,Amit Rao,Ahmedabad,Gujarat,Frequent Buyer
CUST-0196,Karan Reddy,Kolkata,West Bengal,Standard
CUST-0197,Priya Sharma,Mumbai,Maharashtra,Standard
CUST-0198,Riya Reddy,Pune,Maharashtra,Standard
CUST-0199,Kavya Gupta,Kolkata,West Bengal,Frequent Buyer
CUST-0200,Ananya Banerjee,Kolkata,West Bengal,Standard
CUST-0201,Nikhil Kulkarni,Kolkata,West Bengal,Frequent Buyer
CUST-0202,Kavya Singh,Chennai,Tamil Nadu,Standard
CUST-0203,Sneha Patel,Thane,Maharashtra,Standard
CUST-0204,Aditya Chopra,Ahmedabad,Gujarat,Standard
CUST-0205,Varun Kulkarni,Ahmedabad,Gujarat,Standard
CUST-0206,Varun Banerjee,Ahmedabad,Gujarat,Standard
CUST-0207,Pooja Patel,Delhi,Delhi,Frequent Buyer
CUST-0208,Amit Mehta,Thane,Maharashtra,Standard
CUST-0209,Amit Nair,Thane,Maharashtra,Standard
CUST-0210,Pooja Rao,Pune,Maharashtra,Standard
CUST-0211,Ananya Singh,Delhi,Delhi,Standard
CUST-0212,Aditya Rao,Hyderabad,Telangana,Standard
CUST-0213,Sneha Deshmukh,Hyderabad,Telangana,Standard
CUST-0214,Karan Shah,Delhi,Delhi,Standard
CUST-0215,Siddharth Kulkarni,Kolkata,West Bengal,Standard
CUST-0216,Aditya Mehta,Kolkata,West Bengal,VIP Customer
CUST-0217,Ananya Mehta,Hyderabad,Telangana,VIP Customer
CUST-0218,Amit Deshmukh,Delhi,Delhi,VIP Customer
CUST-0219,Sneha Patel,Kolkata,West Bengal,Frequent Buyer
CUST-0220,Amit Singh,Thane,Maharashtra,Standard
CUST-0221,Rahul Chopra,Pune,Maharashtra,Standard
CUST-0222,Priya Patel,Jaipur,Rajasthan,Standard
CUST-0223,Varun Chopra,Delhi,Delhi,Standard
CUST-0224,Kavya Deshmukh,Jaipur,Rajasthan,Standard
CUST-0225,Rahul Singh,Delhi,Delhi,Standard
CUST-0226,Meera Nair,Hyderabad,Telangana,Standard
CUST-0227,Pooja Chopra,Chennai,Tamil Nadu,Standard
CUST-0228,Ananya Mehta,Kolkata,West Bengal,Standard
CUST-0229,Siddharth Sharma,Bengaluru,Karnataka,Standard
CUST-0230,Sneha Kulkarni,Kolkata,West Bengal,Frequent Buyer
CUST-0231,Aditya Shah,Mumbai,Maharashtra,Frequent Buyer
CUST-0232,Kavya Joshi,Thane,Maharashtra,Frequent Buyer
CUST-0233,Ananya Chopra,Ahmedabad,Gujarat,Standard
CUST-0234,Neha Deshmukh,Mumbai,Maharashtra,Standard
CUST-0235,Karan Rao,Kolkata,West Bengal,Frequent Buyer
CUST-0236,Aditya Joshi,Pune,Maharashtra,Standard
CUST-0237,Priya Rao,Jaipur,Rajasthan,Frequent Buyer
CUST-0238,Meera Nair,Ahmedabad,Gujarat,Standard
CUST-0239,Kavya Patel,Kolkata,West Bengal,Frequent Buyer
CUST-0240,Amit Sharma,Mumbai,Maharashtra,Standard
CUST-0241,Amit Kulkarni,Mumbai,Maharashtra,Standard
CUST-0242,Neha Nair,Bengaluru,Karnataka,Frequent Buyer
CUST-0243,Sneha Deshmukh,Pune,Maharashtra,Standard
CUST-0244,Neha Gupta,Pune,Maharashtra,Standard
CUST-0245,Riya Shah,Mumbai,Maharashtra,Frequent Buyer
CUST-0246,Sneha Rao,Delhi,Delhi,Standard
CUST-0247,Aarav Shah,Bengaluru,Karnataka,Standard
CUST-0248,Pooja Joshi,Thane,Maharashtra,Frequent Buyer
CUST-0249,Sneha Banerjee,Mumbai,Maharashtra,Standard
CUST-0250,Rahul Nair,Delhi,Delhi,Frequent Buyer
CUST-0251,Aditya Banerjee,Kolkata,West Bengal,Standard
CUST-0252,Nikhil Patel,Thane,Maharashtra,Standard
CUST-0253,Karan Singh,Jaipur,Rajasthan,Standard
CUST-0254,Neha Deshmukh,Jaipur,Rajasthan,Standard
CUST-0255,Amit Gupta,Chennai,Tamil Nadu,VIP Customer
CUST-0256,Rahul Nair,Jaipur,Rajasthan,Standard
CUST-0257,Aarav Reddy,Ahmedabad,Gujarat,Frequent Buyer
CUST-0258,Ishita Mehta,Delhi,Delhi,Frequent Buyer
CUST-0259,Neha Reddy,Bengaluru,Karnataka,Standard
CUST-0260,Siddharth Deshmukh,Jaipur,Rajasthan,Standard
CUST-0261,Siddharth Deshmukh,Kolkata,West Bengal,VIP Customer
CUST-0262,Kavya Joshi,Mumbai,Maharashtra,VIP Customer
CUST-0263,Aarav Reddy,Delhi,Delhi,Standard
CUST-0264,Neha Reddy,Pune,Maharashtra,Standard
CUST-0265,Siddharth Gupta,Ahmedabad,Gujarat,Frequent Buyer
CUST-0266,Siddharth Patel,Bengaluru,Karnataka,Standard
CUST-0267,Karan Deshmukh,Ahmedabad,Gujarat,Standard
CUST-0268,Ananya Singh,Thane,Maharashtra,Standard
CUST-0269,Vikram Mehta,Pune,Maharashtra,Standard
CUST-0270,Aarav Sharma,Kolkata,West Bengal,Frequent Buyer
CUST-0271,Meera Joshi,Hyderabad,Telangana,Standard
CUST-0272,Riya Rao,Mumbai,Maharashtra,Standard
CUST-0273,Neha Sharma,Hyderabad,Telangana,Standard
CUST-0274,Nikhil Singh,Chennai,Tamil Nadu,Frequent Buyer
CUST-0275,Rahul Banerjee,Mumbai,Maharashtra,Standard
CUST-0276,Nikhil Verma,Kolkata,West Bengal,Standard
CUST-0277,Amit Verma,Pune,Maharashtra,Standard
CUST-0278,Meera Shah,Mumbai,Maharashtra,Standard
CUST-0279,Aarav Nair,Delhi,Delhi,Frequent Buyer
CUST-0280,Rohan Gupta,Chennai,Tamil Nadu,Standard
CUST-0281,Aarav Kulkarni,Thane,Maharashtra,VIP Customer
CUST-0282,Vikram Banerjee,Thane,Maharashtra,Standard
CUST-0283,Rohan Nair,Ahmedabad,Gujarat,Standard
CUST-0284,Amit Joshi,Kolkata,West Bengal,Standard
CUST-0285,Amit Nair,Mumbai,Maharashtra,Standard
CUST-0286,Kavya Nair,Kolkata,West Bengal,Frequent Buyer
CUST-0287,Riya Joshi,Delhi,Delhi,Standard
CUST-0288,Ishita Verma,Chennai,Tamil Nadu,Standard
CUST-0289,Aarav Kulkarni,Chennai,Tamil Nadu,Frequent Buyer
CUST-0290,Priya Banerjee,Pune,Maharashtra,Standard
CUST-0291,Aarav Reddy,Thane,Maharashtra,Frequent Buyer
CUST-0292,Ananya Patel,Jaipur,Rajasthan,Standard
CUST-0293,Aditya Joshi,Delhi,Delhi,Standard
CUST-0294,Ananya Joshi,Ahmedabad,Gujarat,Standard
CUST-0295,Diya Nair,Delhi,Delhi,Standard
CUST-0296,Kavya Kulkarni,Kolkata,West Bengal,Frequent Buyer
CUST-0297,Meera Patel,Mumbai,Maharashtra,Standard
CUST-0298,Neha Verma,Ahmedabad,Gujarat,Frequent Buyer
CUST-0299,Siddharth Deshmukh,Chennai,Tamil Nadu,Frequent Buyer
CUST-0300,Rahul Verma,Delhi,Delhi,Standard
CUST-0301,Meera Joshi,Hyderabad,Telangana,Frequent Buyer
CUST-0302,Sneha Verma,Ahmedabad,Gujarat,Standard
CUST-0303,Sneha Gupta,Ahmedabad,Gujarat,Frequent Buyer
CUST-0304,Pooja Deshmukh,Bengaluru,Karnataka,Standard
CUST-0305,Sneha Singh,Ahmedabad,Gujarat,Standard
CUST-0306,Vikram Gupta,Ahmedabad,Gujarat,VIP Customer
CUST-0307,Kavya Verma,Jaipur,Rajasthan,Standard
CUST-0308,Nikhil Joshi,Mumbai,Maharashtra,Frequent Buyer
CUST-0309,Karan Nair,Jaipur,Rajasthan,Standard
CUST-0310,Varun Singh,Delhi,Delhi,Standard
CUST-0311,Ananya Kulkarni,Pune,Maharashtra,Frequent Buyer
CUST-0312,Aditya Nair,Hyderabad,Telangana,Standard
CUST-0313,Amit Mehta,Delhi,Delhi,Standard
CUST-0314,Karan Sharma,Delhi,Delhi,Standard
CUST-0315,Siddharth Gupta,Thane,Maharashtra,Standard
CUST-0316,Siddharth Nair,Ahmedabad,Gujarat,Frequent Buyer
CUST-0317,Karan Nair,Ahmedabad,Gujarat,Standard
CUST-0318,Rohan Patel,Chennai,Tamil Nadu,Standard
CUST-0319,Sneha Verma,Pune,Maharashtra,Standard
CUST-0320,Diya Singh,Bengaluru,Karnataka,VIP Customer
CUST-0321,Pooja Rao,Mumbai,Maharashtra,Standard
CUST-0322,Nikhil Nair,Kolkata,West Bengal,Frequent Buyer
CUST-0323,Aditya Deshmukh,Mumbai,Maharashtra,Frequent Buyer
CUST-0324,Meera Rao,Kolkata,West Bengal,Frequent Buyer
CUST-0325,Siddharth Banerjee,Jaipur,Rajasthan,Frequent Buyer
CUST-0326,Ishita Kulkarni,Jaipur,Rajasthan,VIP Customer
CUST-0327,Vikram Shah,Jaipur,Rajasthan,Standard
CUST-0328,Siddharth Patel,Chennai,Tamil Nadu,VIP Customer
CUST-0329,Meera Reddy,Thane,Maharashtra,Frequent Buyer
CUST-0330,Rohan Verma,Chennai,Tamil Nadu,Standard
CUST-0331,Varun Shah,Chennai,Tamil Nadu,Standard
CUST-0332,Diya Chopra,Pune,Maharashtra,Standard
CUST-0333,Aditya Singh,Pune,Maharashtra,Standard
CUST-0334,Diya Kulkarni,Chennai,Tamil Nadu,Standard
CUST-0335,Priya Banerjee,Mumbai,Maharashtra,Frequent Buyer
CUST-0336,Aarav Banerjee,Thane,Maharashtra,Frequent Buyer
CUST-0337,Rohan Gupta,Thane,Maharashtra,VIP Customer
CUST-0338,Rahul Banerjee,Chennai,Tamil Nadu,Standard
CUST-0339,Vikram Shah,Pune,Maharashtra,Standard
CUST-0340,Diya Rao,Mumbai,Maharashtra,Standard
CUST-0341,Pooja Shah,Ahmedabad,Gujarat,Standard
CUST-0342,Riya Joshi,Chennai,Tamil Nadu,Frequent Buyer
CUST-0343,Rohan Banerjee,Mumbai,Maharashtra,Standard
CUST-0344,Priya Verma,Thane,Maharashtra,Standard
CUST-0345,Ishita Sharma,Ahmedabad,Gujarat,VIP Customer
CUST-0346,Amit Sharma,Ahmedabad,Gujarat,Standard
CUST-0347,Diya Singh,Delhi,Delhi,VIP Customer
CUST-0348,Karan Chopra,Bengaluru,Karnataka,Standard
CUST-0349,Kavya Nair,Kolkata,West Bengal,Standard
CUST-0350,Vikram Mehta,Thane,Maharashtra,Standard
CUST-0351,Riya Banerjee,Kolkata,West Bengal,Frequent Buyer
CUST-0352,Nikhil Banerjee,Bengaluru,Karnataka,Standard
CUST-0353,Siddharth Sharma,Thane,Maharashtra,VIP Customer
CUST-0354,Sneha Joshi,Kolkata,West Bengal,Standard
CUST-0355,Varun Rao,Chennai,Tamil Nadu,VIP Customer
CUST-0356,Varun Banerjee,Jaipur,Rajasthan,Standard
CUST-0357,Meera Verma,Pune,Maharashtra,Frequent Buyer
CUST-0358,Rohan Patel,Kolkata,West Bengal,Standard
CUST-0359,Amit Rao,Kolkata,West Bengal,Standard
CUST-0360,Ananya Singh,Bengaluru,Karnataka,Frequent Buyer
CUST-0361,Siddharth Patel,Pune,Maharashtra,VIP Customer
CUST-0362,Siddharth Reddy,Jaipur,Rajasthan,Frequent Buyer
CUST-0363,Karan Singh,Bengaluru,Karnataka,Standard
CUST-0364,Neha Singh,Hyderabad,Telangana,Frequent Buyer
CUST-0365,Meera Deshmukh,Jaipur,Rajasthan,VIP Customer
CUST-0366,Rahul Sharma,Bengaluru,Karnataka,Standard
CUST-0367,Rohan Nair,Pune,Maharashtra,Frequent Buyer
CUST-0368,Rahul Banerjee,Kolkata,West Bengal,Frequent Buyer
CUST-0369,Nikhil Nair,Kolkata,West Bengal,Standard
CUST-0370,Rahul Singh,Ahmedabad,Gujarat,Standard
CUST-0371,Pooja Mehta,Bengaluru,Karnataka,Frequent Buyer
CUST-0372,Vikram Joshi,Hyderabad,Telangana,Frequent Buyer
CUST-0373,Nikhil Reddy,Jaipur,Rajasthan,Frequent Buyer
CUST-0374,Karan Joshi,Jaipur,Rajasthan,Frequent Buyer
CUST-0375,Priya Verma,Thane,Maharashtra,Frequent Buyer
CUST-0376,Ananya Banerjee,Chennai,Tamil Nadu,Frequent Buyer
CUST-0377,Siddharth Sharma,Mumbai,Maharashtra,Standard
CUST-0378,Rahul Patel,Thane,Maharashtra,Standard
CUST-0379,Vikram Gupta,Pune,Maharashtra,Standard
CUST-0380,Amit Shah,Thane,Maharashtra,Frequent Buyer
CUST-0381,Priya Mehta,Hyderabad,Telangana,Frequent Buyer
CUST-0382,Priya Singh,Thane,Maharashtra,Standard
CUST-0383,Varun Gupta,Hyderabad,Telangana,Standard
CUST-0384,Meera Verma,Hyderabad,Telangana,VIP Customer
CUST-0385,Rohan Mehta,Delhi,Delhi,Frequent Buyer
CUST-0386,Karan Sharma,Chennai,Tamil Nadu,Standard
CUST-0387,Karan Gupta,Pune,Maharashtra,Standard
CUST-0388,Kavya Verma,Thane,Maharashtra,VIP Customer
CUST-0389,Rohan Banerjee,Mumbai,Maharashtra,Frequent Buyer
CUST-0390,Karan Mehta,Chennai,Tamil Nadu,Frequent Buyer
CUST-0391,Karan Singh,Delhi,Delhi,Frequent Buyer
CUST-0392,Amit Joshi,Kolkata,West Bengal,Frequent Buyer
CUST-0393,Nikhil Rao,Hyderabad,Telangana,Standard
CUST-0394,Sneha Reddy,Mumbai,Maharashtra,Frequent Buyer
CUST-0395,Varun Rao,Pune,Maharashtra,Frequent Buyer
CUST-0396,Amit Chopra,Thane,Maharashtra,Standard
CUST-0397,Kavya Rao,Kolkata,West Bengal,Frequent Buyer
CUST-0398,Neha Reddy,Bengaluru,Karnataka,Standard
CUST-0399,Riya Kulkarni,Thane,Maharashtra,Frequent Buyer
CUST-0400,Rohan Mehta,Bengaluru,Karnataka,Frequent Buyer
CUST-0401,Kavya Kulkarni,Ahmedabad,Gujarat,Standard
CUST-0402,Priya Rao,Delhi,Delhi,Standard
CUST-0403,Ananya Nair,Ahmedabad,Gujarat,Standard
CUST-0404,Neha Joshi,Mumbai,Maharashtra,Standard
CUST-0405,Kavya Reddy,Thane,Maharashtra,Frequent Buyer
CUST-0406,Aarav Chopra,Ahmedabad,Gujarat,Frequent Buyer
CUST-0407,Karan Deshmukh,Kolkata,West Bengal,Frequent Buyer
CUST-0408,Varun Chopra,Ahmedabad,Gujarat,VIP Customer
CUST-0409,Riya Sharma,Hyderabad,Telangana,Standard
CUST-0410,Aarav Verma,Thane,Maharashtra,Standard
CUST-0411,Rahul Shah,Ahmedabad,Gujarat,Standard
CUST-0412,Vikram Verma,Delhi,Delhi,VIP Customer
CUST-0413,Kavya Gupta,Jaipur,Rajasthan,Frequent Buyer
